motif,dec_tec,weight
Guilloche,Slipped,0
Guilloche,Stamped,23
Guilloche,Stippled,0
Hair,No Decorative Technique,11
Hair,Applique,1
Hair,Beveled,0
Hair,Bifurcated,0
Hair,Burnished,0
Hair,Cavetto,0
Hair,Fenestrated,0
Hair,Finger Incised,0
Hair,Fluted,0
Hair,Impressed,0
Hair,Incised,1
Hair,Inlay,0
Hair,Inscribed,0
Hair,Letters,0
Hair,Molded,1
Hair,Other,0
Hair,Painted,0
Hair,Pierced,0
Hair,Plastic,2
Hair,Punched,0
Hair,Relief,11
Hair,Reticulated,0
Hair,Ribbed,0
Hair,Ridged,1
Hair,Roulette,0
Hair,Scalloped,0
Hair,Slipped,0
Hair,Stamped,0
Hair,Stippled,0
Horse,No Decorative Technique,4
Horse,Applique,0
Horse,Beveled,0
Horse,Bifurcated,0
Horse,Burnished,0
Horse,Cavetto,2
Horse,Fenestrated,0
Horse,Finger Incised,0
Horse,Fluted,0
Horse,Impressed,1
Horse,Incised,1
Horse,Inlay,0
Horse,Inscribed,0
Horse,Letters,0
Horse,Molded,0
Horse,Other,0
Horse,Painted,3
Horse,Pierced,0
Horse,Plastic,0
Horse,Punched,0
Horse,Relief,1
Horse,Reticulated,0
Horse,Ribbed,0
Horse,Ridged,0
Horse,Roulette,0
Horse,Scalloped,0
Horse,Slipped,0
Horse,Stamped,0
Horse,Stippled,0
Horse Race,No Decorative Technique,169
Horse Race,Applique,2
Horse Race,Beveled,0
Horse Race,Bifurcated,0
Horse Race,Burnished,0
Horse Race,Cavetto,31
Horse Race,Fenestrated,0
Horse Race,Finger Incised,0
Horse Race,Fluted,0
Horse Race,Impressed,0
Horse Race,Incised,0
Horse Race,Inlay,0
Horse Race,Inscribed,0
Horse Race,Letters,0
Horse Race,Molded,1
Horse Race,Other,0
Horse Race,Painted,53
Horse Race,Pierced,0
Horse Race,Plastic,0
Horse Race,Punched,0
Horse Race,Relief,10
Horse Race,Reticulated,0
Horse Race,Ribbed,0
Horse Race,Ridged,0
Horse Race,Roulette,0
Horse Race,Scalloped,0
Horse Race,Slipped,0
Horse Race,Stamped,0
Horse Race,Stippled,0
Lion,No Decorative Technique,9
Lion,Applique,1
Lion,Beveled,0
Lion,Bifurcated,0
Lion,Burnished,0
Lion,Cavetto,1
Lion,Fenestrated,0
Lion,Finger Incised,0
Lion,Fluted,0
Lion,Impressed,0
Lion,Incised,11
Lion,Inlay,0
Lion,Inscribed,1
Lion,Letters,0
Lion,Molded,2
Lion,Other,0
Lion,Painted,4
Lion,Pierced,0
Lion,Plastic,1
Lion,Punched,0
Lion,Relief,2
Lion,Reticulated,0
Lion,Ribbed,0
Lion,Ridged,0
Lion,Roulette,0
Lion,Scalloped,0
Lion,Slipped,0
Lion,Stamped,1
Lion,Stippled,0
Lotus,No Decorative Technique,23
Lotus,Applique,2
Lotus,Beveled,0
Lotus,Bifurcated,0
Lotus,Burnished,0
Lotus,Cavetto,5
Lotus,Fenestrated,0
Lotus,Finger Incised,0
Lotus,Fluted,0
Lotus,Impressed,3
Lotus,Incised,31
Lotus,Inlay,5
Lotus,Inscribed,3
Lotus,Letters,2
Lotus,Molded,7
Lotus,Other,0
Lotus,Painted,4
Lotus,Pierced,1
Lotus,Plastic,0
Lotus,Punched,0
Lotus,Relief,8
Lotus,Reticulated,0
Lotus,Ribbed,0
Lotus,Ridged,0
Lotus,Roulette,5
Lotus,Scalloped,0
Lotus,Slipped,0
Lotus,Stamped,26
Lotus,Stippled,0
Male,No Decorative Technique,6
Male,Applique,1
Male,Beveled,0
Male,Bifurcated,0
Male,Burnished,0
Male,Cavetto,0
Male,Fenestrated,0
Male,Finger Incised,0
Male,Fluted,0
Male,Impressed,1
Male,Incised,4
Male,Inlay,0
Male,Inscribed,0
Male,Letters,0
Male,Molded,3
Male,Other,0
Male,Painted,0
Male,Pierced,0
Male,Plastic,0
Male,Punched,0
Male,Relief,3
Male,Reticulated,0
Male,Ribbed,0
Male,Ridged,0
Male,Roulette,0
Male,Scalloped,0
Male,Slipped,0
Male,Stamped,2
Male,Stippled,0
Meander,No Decorative Technique,3
Meander,Applique,1
Meander,Beveled,0
Meander,Bifurcated,0
Meander,Burnished,0
Meander,Cavetto,0
Meander,Fenestrated,0
Meander,Finger Incised,0
Meander,Fluted,0
Meander,Impressed,0
Meander,Incised,21
Meander,Inlay,3
Meander,Inscribed,0
Meander,Letters,0
Meander,Molded,0
Meander,Other,0
Meander,Painted,11
Meander,Pierced,0
Meander,Plastic,0
Meander,Punched,0
Meander,Relief,0
Meander,Reticulated,0
Meander,Ribbed,0
Meander,Ridged,0
Meander,Roulette,0
Meander,Scalloped,0
Meander,Slipped,0
Meander,Stamped,0
Meander,Stippled,0
Notches,No Decorative Technique,19
Notches,Applique,2
Notches,Beveled,0
Notches,Bifurcated,0
Notches,Burnished,0
Notches,Cavetto,0
Notches,Fenestrated,0
Notches,Finger Incised,0
Notches,Fluted,0
Notches,Impressed,2
Notches,Incised,7
Notches,Inlay,1
Notches,Inscribed,1
Notches,Letters,1
Notches,Molded,1
Notches,Other,0
Notches,Painted,0
Notches,Pierced,0
Notches,Plastic,0
Notches,Punched,0
Notches,Relief,0
Notches,Reticulated,0
Notches,Ribbed,0
Notches,Ridged,0
Notches,Roulette,0
Notches,Scalloped,0
Notches,Slipped,0
Notches,Stamped,1
Notches,Stippled,0
Other,No Decorative Technique,0
Other,Applique,0
Other,Beveled,1
Other,Bifurcated,0
Other,Burnished,0
Other,Cavetto,0
Other,Fenestrated,0
Other,Finger Incised,0
Other,Fluted,0
Other,Impressed,0
Other,Incised,2
Other,Inlay,0
Other,Inscribed,0
Other,Letters,0
Other,Molded,1
Other,Other,0
Other,Painted,0
Other,Pierced,0
Other,Plastic,0
Other,Punched,0
Other,Relief,0
Other,Reticulated,0
Other,Ribbed,0
Other,Ridged,1
Other,Roulette,0
Other,Scalloped,0
Other,Slipped,1
Other,Stamped,2
Other,Stippled,0
Palmette,No Decorative Technique,12
Palmette,Applique,0
Palmette,Beveled,0
Palmette,Bifurcated,0
Palmette,Burnished,0
Palmette,Cavetto,0
Palmette,Fenestrated,0
Palmette,Finger Incised,0
Palmette,Fluted,0
Palmette,Impressed,8
Palmette,Incised,25
Palmette,Inlay,4
Palmette,Inscribed,4
Palmette,Letters,2
Palmette,Molded,20
Palmette,Other,0
Palmette,Painted,5
Palmette,Pierced,0
Palmette,Plastic,0
Palmette,Punched,0
Palmette,Relief,14
Palmette,Reticulated,0
Palmette,Ribbed,0
Palmette,Ridged,0
Palmette,Roulette,4
Palmette,Scalloped,1
Palmette,Slipped,0
Palmette,Stamped,47
Palmette,Stippled,0
Panther,No Decorative Technique,12
Panther,Applique,0
Panther,Beveled,0
Panther,Bifurcated,0
Panther,Burnished,0
Panther,Cavetto,1
Panther,Fenestrated,0
Panther,Finger Incised,0
Panther,Fluted,1
Panther,Impressed,1
Panther,Incised,5
Panther,Inlay,0
Panther,Inscribed,0
Panther,Letters,0
Panther,Molded,10
Panther,Other,0
Panther,Painted,0
Panther,Pierced,3
Panther,Plastic,0
Panther,Punched,0
Panther,Relief,8
Panther,Reticulated,0
Panther,Ribbed,0
Panther,Ridged,0
Panther,Roulette,0
Panther,Scalloped,0
Panther,Slipped,0
Panther,Stamped,0
Panther,Stippled,0
Potnia Theron,No Decorative Technique,4
Potnia Theron,Applique,0
Potnia Theron,Beveled,0
Potnia Theron,Bifurcated,0
Potnia Theron,Burnished,0
Potnia Theron,Cavetto,0
Potnia Theron,Fenestrated,0
Potnia Theron,Finger Incised,0
Potnia Theron,Fluted,1
Potnia Theron,Impressed,1
Potnia Theron,Incised,8
Potnia Theron,Inlay,0
Potnia Theron,Inscribed,0
Potnia Theron,Letters,0
Potnia Theron,Molded,8
Potnia Theron,Other,0
Potnia Theron,Painted,0
Potnia Theron,Pierced,0
Potnia Theron,Plastic,0
Potnia Theron,Punched,0
Potnia Theron,Relief,9
Potnia Theron,Reticulated,0
Potnia Theron,Ribbed,0
Potnia Theron,Ridged,0
Potnia Theron,Roulette,0
Potnia Theron,Scalloped,0
Potnia Theron,Slipped,0
Potnia Theron,Stamped,1
Potnia Theron,Stippled,0
Procession,No Decorative Technique,151
Procession,Applique,0
Procession,Beveled,0
Procession,Bifurcated,0
Procession,Burnished,0
Procession,Cavetto,17
Procession,Fenestrated,0
Procession,Finger Incised,0
Procession,Fluted,0
Procession,Impressed,0
Procession,Incised,4
Procession,Inlay,0
Procession,Inscribed,0
Procession,Letters,0
Procession,Molded,0
Procession,Other,0
Procession,Painted,9
Procession,Pierced,1
Procession,Plastic,0
Procession,Punched,0
Procession,Relief,6
Procession,Reticulated,0
Procession,Ribbed,0
Procession,Ridged,0
Procession,Roulette,0
Procession,Scalloped,0
Procession,Slipped,0
Procession,Stamped,9
Procession,Stippled,0
Quadruped,No Decorative Technique,2
Quadruped,Applique,0
Quadruped,Beveled,0
Quadruped,Bifurcated,0
Quadruped,Burnished,0
Quadruped,Cavetto,0
Quadruped,Fenestrated,0
Quadruped,Finger Incised,0
Quadruped,Fluted,0
Quadruped,Impressed,0
Quadruped,Incised,6
Quadruped,Inlay,0
Quadruped,Inscribed,0
Quadruped,Letters,0
Quadruped,Molded,0
Quadruped,Other,0
Quadruped,Painted,1
Quadruped,Pierced,0
Quadruped,Plastic,0
Quadruped,Punched,0
Quadruped,Relief,4
Quadruped,Reticulated,0
Quadruped,Ribbed,1
Quadruped,Ridged,1
Quadruped,Roulette,5
Quadruped,Scalloped,0
Quadruped,Slipped,0
Quadruped,Stamped,38
Quadruped,Stippled,0
Rabbit,No Decorative Technique,18
Rabbit,Applique,0
Rabbit,Beveled,0
Rabbit,Bifurcated,0
Rabbit,Burnished,0
Rabbit,Cavetto,14
Rabbit,Fenestrated,0
Rabbit,Finger Incised,0
Rabbit,Fluted,0
Rabbit,Impressed,0
Rabbit,Incised,0
Rabbit,Inlay,0
Rabbit,Inscribed,0
Rabbit,Letters,0
Rabbit,Molded,0
Rabbit,Other,0
Rabbit,Painted,0
Rabbit,Pierced,0
Rabbit,Plastic,0
Rabbit,Punched,0
Rabbit,Relief,0
Rabbit,Reticulated,0
Rabbit,Ribbed,0
Rabbit,Ridged,0
Rabbit,Roulette,0
Rabbit,Scalloped,0
Rabbit,Slipped,0
Rabbit,Stamped,0
Rabbit,Stippled,0
Ram,No Decorative Technique,2
Ram,Applique,1
Ram,Beveled,0
Ram,Bifurcated,0
Ram,Burnished,0
Ram,Cavetto,0
Ram,Fenestrated,0
Ram,Finger Incised,0
Ram,Fluted,0
Ram,Impressed,0
Ram,Incised,3
Ram,Inlay,1
Ram,Inscribed,0
Ram,Letters,0
Ram,Molded,3
Ram,Other,0
Ram,Painted,1
Ram,Pierced,0
Ram,Plastic,0
Ram,Punched,0
Ram,Relief,2
Ram,Reticulated,0
Ram,Ribbed,0
Ram,Ridged,0
Ram,Roulette,0
Ram,Scalloped,0
Ram,Slipped,0
Ram,Stamped,0
Ram,Stippled,0
Ray,No Decorative Technique,3
Ray,Applique,1
Ray,Beveled,0
Ray,Bifurcated,0
Ray,Burnished,0
Ray,Cavetto,0
Ray,Fenestrated,0
Ray,Finger Incised,0
Ray,Fluted,0
Ray,Impressed,1
Ray,Incised,2
Ray,Inlay,0
Ray,Inscribed,0
Ray,Letters,0
Ray,Molded,0
Ray,Other,0
Ray,Painted,4
Ray,Pierced,0
Ray,Plastic,0
Ray,Punched,0
Ray,Relief,0
Ray,Reticulated,0
Ray,Ribbed,0
Ray,Ridged,0
Ray,Roulette,0
Ray,Scalloped,0
Ray,Slipped,0
Ray,Stamped,2
Ray,Stippled,1
Rosette,No Decorative Technique,58
Rosette,Applique,6
Rosette,Beveled,0
Rosette,Bifurcated,0
Rosette,Burnished,0
Rosette,Cavetto,46
Rosette,Fenestrated,0
Rosette,Finger Incised,1
Rosette,Fluted,4
Rosette,Impressed,3
Rosette,Incised,21
Rosette,Inlay,1
Rosette,Inscribed,0
Rosette,Letters,0
Rosette,Molded,28
Rosette,Other,0
Rosette,Painted,19
Rosette,Pierced,0
Rosette,Plastic,0
Rosette,Punched,0
Rosette,Relief,7
Rosette,Reticulated,0
Rosette,Ribbed,0
Rosette,Ridged,2
Rosette,Roulette,0
Rosette,Scalloped,0
Rosette,Slipped,0
Rosette,Stamped,28
Rosette,Stippled,0
Seated Figure,No Decorative Technique,247
Seated Figure,Applique,3
Seated Figure,Beveled,0
Seated Figure,Bifurcated,0
Seated Figure,Burnished,0
Seated Figure,Cavetto,28
Seated Figure,Fenestrated,0
Seated Figure,Finger Incised,0
Seated Figure,Fluted,0
Seated Figure,Impressed,0
Seated Figure,Incised,6
Seated Figure,Inlay,0
Seated Figure,Inscribed,0
Seated Figure,Letters,1
Seated Figure,Molded,7
Seated Figure,Other,0
Seated Figure,Painted,39
Seated Figure,Pierced,1
Seated Figure,Plastic,1
Seated Figure,Punched,0
Seated Figure,Relief,29
Seated Figure,Reticulated,0
Seated Figure,Ribbed,0
Seated Figure,Ridged,1
Seated Figure,Roulette,0
Seated Figure,Scalloped,0
Seated Figure,Slipped,0
Seated Figure,Stamped,0
Seated Figure,Stippled,0
Sphinx,No Decorative Technique,19
Sphinx,Applique,4
Sphinx,Beveled,0
Sphinx,Bifurcated,0
Sphinx,Burnished,0
Sphinx,Cavetto,0
Sphinx,Fenestrated,0
Sphinx,Finger Incised,0
Sphinx,Fluted,0
Sphinx,Impressed,1
Sphinx,Incised,4
Sphinx,Inlay,0
Sphinx,Inscribed,0
Sphinx,Letters,0
Sphinx,Molded,5
Sphinx,Other,0
Sphinx,Painted,0
Sphinx,Pierced,0
Sphinx,Plastic,0
Sphinx,Punched,1
Sphinx,Relief,7
Sphinx,Reticulated,0
Sphinx,Ribbed,0
Sphinx,Ridged,0
Sphinx,Roulette,3
Sphinx,Scalloped,0
Sphinx,Slipped,0
Sphinx,Stamped,9
Sphinx,Stippled,0
Stag,No Decorative Technique,0
Stag,Applique,0
Stag,Beveled,0
Stag,Bifurcated,0
Stag,Burnished,0
Stag,Cavetto,0
Stag,Fenestrated,0
Stag,Finger Incised,0
Stag,Fluted,0
Stag,Impressed,0
Stag,Incised,2
Stag,Inlay,0
Stag,Inscribed,0
Stag,Letters,0
Stag,Molded,3
Stag,Other,0
Stag,Painted,0
Stag,Pierced,0
Stag,Plastic,0
Stag,Punched,0
Stag,Relief,3
Stag,Reticulated,0
Stag,Ribbed,0
Stag,Ridged,0
Stag,Roulette,3
Stag,Scalloped,0
Stag,Slipped,0
Stag,Stamped,11
Stag,Stippled,0
Tongue,No Decorative Technique,40
Tongue,Applique,3
Tongue,Beveled,0
Tongue,Bifurcated,0
Tongue,Burnished,0
Tongue,Cavetto,0
Tongue,Fenestrated,0
Tongue,Finger Incised,0
Tongue,Fluted,0
Tongue,Impressed,2
Tongue,Incised,21
Tongue,Inlay,0
Tongue,Inscribed,1
Tongue,Letters,0
Tongue,Molded,10
Tongue,Other,0
Tongue,Painted,11
Tongue,Pierced,0
Tongue,Plastic,0
Tongue,Punched,0
Tongue,Relief,15
Tongue,Reticulated,0
Tongue,Ribbed,0
Tongue,Ridged,2
Tongue,Roulette,0
Tongue,Scalloped,0
Tongue,Slipped,0
Tongue,Stamped,8
Tongue,Stippled,0
Triangular,No Decorative Technique,3
Triangular,Applique,1
Triangular,Beveled,0
Triangular,Bifurcated,0
Triangular,Burnished,0
Triangular,Cavetto,0
Triangular,Fenestrated,0
Triangular,Finger Incised,0
Triangular,Fluted,0
Triangular,Impressed,2
Triangular,Incised,5
Triangular,Inlay,0
Triangular,Inscribed,0
Triangular,Letters,0
Triangular,Molded,1
Triangular,Other,0
Triangular,Painted,4
Triangular,Pierced,0
Triangular,Plastic,0
Triangular,Punched,0
Triangular,Relief,0
Triangular,Reticulated,0
Triangular,Ribbed,1
Triangular,Ridged,0
Triangular,Roulette,0
Triangular,Scalloped,0
Triangular,Slipped,2
Triangular,Stamped,9
Triangular,Stippled,0
Umpire,No Decorative Technique,1
Umpire,Applique,0
Umpire,Beveled,0
Umpire,Bifurcated,0
Umpire,Burnished,0
Umpire,Cavetto,0
Umpire,Fenestrated,0
Umpire,Finger Incised,0
Umpire,Fluted,0
Umpire,Impressed,0
Umpire,Incised,0
Umpire,Inlay,0
Umpire,Inscribed,0
Umpire,Letters,0
Umpire,Molded,0
Umpire,Other,0
Umpire,Painted,0
Umpire,Pierced,0
Umpire,Plastic,0
Umpire,Punched,0
Umpire,Relief,0
Umpire,Reticulated,0
Umpire,Ribbed,0
Umpire,Ridged,0
Umpire,Roulette,0
Umpire,Scalloped,0
Umpire,Slipped,0
Umpire,Stamped,0
Umpire,Stippled,0
Vegetal,No Decorative Technique,5
Vegetal,Applique,0
Vegetal,Beveled,0
Vegetal,Bifurcated,0
Vegetal,Burnished,0
Vegetal,Cavetto,0
Vegetal,Fenestrated,0
Vegetal,Finger Incised,0
Vegetal,Fluted,0
Vegetal,Impressed,1
Vegetal,Incised,0
Vegetal,Inlay,0
Vegetal,Inscribed,0
Vegetal,Letters,0
Vegetal,Molded,0
Vegetal,Other,0
Vegetal,Painted,2
Vegetal,Pierced,0
Vegetal,Plastic,0
Vegetal,Punched,0
Vegetal,Relief,2
Vegetal,Reticulated,0
Vegetal,Ribbed,0
Vegetal,Ridged,0
Vegetal,Roulette,1
Vegetal,Scalloped,0
Vegetal,Slipped,0
Vegetal,Stamped,6
Vegetal,Stippled,0
Volute,No Decorative Technique,35
Volute,Applique,4
Volute,Beveled,1
Volute,Bifurcated,0
Volute,Burnished,1
Volute,Cavetto,0
Volute,Fenestrated,0
Volute,Finger Incised,0
Volute,Fluted,2
Volute,Impressed,1
Volute,Incised,21
Volute,Inlay,0
Volute,Inscribed,0
Volute,Letters,0
Volute,Molded,17
Volute,Other,0
Volute,Painted,13
Volute,Pierced,2
Volute,Plastic,1
Volute,Punched,0
Volute,Relief,12
Volute,Reticulated,0
Volute,Ribbed,0
Volute,Ridged,1
Volute,Roulette,0
Volute,Scalloped,0
Volute,Slipped,0
Volute,Stamped,15
Volute,Stippled,0
Warrior,No Decorative Technique,0
Warrior,Applique,1
Warrior,Beveled,0
Warrior,Bifurcated,0
Warrior,Burnished,0
Warrior,Cavetto,0
Warrior,Fenestrated,0
Warrior,Finger Incised,0
Warrior,Fluted,0
Warrior,Impressed,0
Warrior,Incised,0
Warrior,Inlay,0
Warrior,Inscribed,0
Warrior,Letters,0
Warrior,Molded,0
Warrior,Other,0
Warrior,Painted,1
Warrior,Pierced,0
Warrior,Plastic,0
Warrior,Punched,0
Warrior,Relief,1
Warrior,Reticulated,0
Warrior,Ribbed,0
Warrior,Ridged,0
Warrior,Roulette,0
Warrior,Scalloped,0
Warrior,Slipped,0
Warrior,Stamped,0
Warrior,Stippled,0
Wrestler,No Decorative Technique,1
Wrestler,Applique,0
Wrestler,Beveled,0
Wrestler,Bifurcated,0
Wrestler,Burnished,0
Wrestler,Cavetto,0
Wrestler,Fenestrated,0
Wrestler,Finger Incised,0
Wrestler,Fluted,0
Wrestler,Impressed,0
Wrestler,Incised,0
Wrestler,Inlay,0
Wrestler,Inscribed,0
Wrestler,Letters,0
Wrestler,Molded,0
Wrestler,Other,0
Wrestler,Painted,0
Wrestler,Pierced,0
Wrestler,Plastic,0
Wrestler,Punched,0
Wrestler,Relief,0
Wrestler,Reticulated,0
Wrestler,Ribbed,0
Wrestler,Ridged,0
Wrestler,Roulette,0
Wrestler,Scalloped,0
Wrestler,Slipped,0
Wrestler,Stamped,0
Wrestler,Stippled,0
